tripId,city,vehicleType,distanceKm,durationMinutes,timeOfDay,dayOfWeek,trafficLevel,weatherCondition,baseFare,perKmRate,perMinuteRate,surgeMultiplier,quotedFare,expectedFare,overchargePercentage,fareStatus,datasetSource
synthetic-006847,Bengaluru,TAXI,20.11,51,MORNING,WEEKDAY,NORMAL,RAIN,50,18,0,1.0,480.0,411.98,16.51,SLIGHTLY_HIGH,synthetic
synthetic-006848,Bengaluru,TAXI,2.55,11,NIGHT,SATURDAY,NORMAL,RAIN,50,18,0,1.5,153.0,143.85,6.36,FAIR,synthetic
synthetic-006849,Coimbatore,AUTO,7.93,14,DAY,SUNDAY,HIGH,HOT,30,12,0,1.0,133.0,125.16,6.26,FAIR,synthetic
synthetic-006850,Madurai,TAXI,9.86,21,EVENING,SUNDAY,NORMAL,COLD,50,18,0,1.0,291.0,227.48,27.92,SLIGHTLY_HIGH,synthetic
synthetic-006851,Bengaluru,BIKE_TAXI,2.2,3,NIGHT,SATURDAY,NORMAL,HOT,20,8,0,1.0,35.0,37.6,-6.91,FAIR,synthetic
synthetic-006852,Madurai,TAXI,12.35,38,NIGHT,SUNDAY,NORMAL,COLD,50,18,0,1.0,270.0,272.3,-0.84,FAIR,synthetic
synthetic-006853,Bengaluru,BUS,6.86,20,DAY,WEEKDAY,NORMAL,RAIN,10,2,0,1.5,66.0,35.58,85.5,OVERCHARGED,synthetic
synthetic-006854,Chennai,BIKE_TAXI,20.96,51,NIGHT,SUNDAY,HIGH,CLEAR,20,8,0,1.0,171.0,187.68,-8.89,FAIR,synthetic
synthetic-006855,Bengaluru,AUTO,12.77,34,NIGHT,SATURDAY,NORMAL,CLEAR,30,12,0,1.1,203.0,201.56,0.71,FAIR,synthetic
synthetic-006856,Bengaluru,TAXI,16.61,26,MORNING,SUNDAY,HIGH,CLEAR,50,18,0,1.1,405.0,383.88,5.5,FAIR,synthetic
synthetic-006857,Madurai,TAXI,1.94,3,MORNING,SUNDAY,LOW,CLEAR,50,18,0,1.0,82.0,84.92,-3.44,FAIR,synthetic
synthetic-006858,Bengaluru,TAXI,2.02,3,EVENING,SATURDAY,NORMAL,HOT,50,18,0,1.0,93.0,86.36,7.69,FAIR,synthetic
synthetic-006859,Chennai,BIKE_TAXI,6.66,17,DAY,SATURDAY,NORMAL,COLD,20,8,0,1.0,79.0,73.28,7.81,FAIR,synthetic
synthetic-006860,Madurai,AUTO,15.52,41,MORNING,SUNDAY,LOW,CLEAR,30,12,0,1.0,205.0,216.24,-5.2,FAIR,synthetic
synthetic-006861,Madurai,BUS,17.69,47,EVENING,SATURDAY,HIGH,RAIN,10,2,0,1.0,59.0,45.38,30.01,OVERCHARGED,synthetic
synthetic-006862,Madurai,AUTO,19.36,48,MORNING,WEEKDAY,LOW,RAIN,30,12,0,1.0,292.6945076624861,262.32,11.58,SLIGHTLY_HIGH,synthetic
synthetic-006863,Bengaluru,BUS,6.76,20,DAY,SUNDAY,LOW,COLD,10,2,0,1.0,30.0,23.52,27.55,SLIGHTLY_HIGH,synthetic
synthetic-006864,Bengaluru,AUTO,17.42,46,EVENING,SATURDAY,LOW,RAIN,30,12,0,1.0,226.0,239.04,-5.46,FAIR,synthetic
synthetic-006865,Chennai,BUS,9.3,19,MORNING,WEEKDAY,LOW,RAIN,10,2,0,1.2,30.0,34.32,-12.59,FAIR,synthetic
synthetic-006866,Chennai,TAXI,8.03,23,DAY,SUNDAY,NORMAL,HOT,50,18,0,1.0,216.63422303613422,194.54,11.36,SLIGHTLY_HIGH,synthetic
synthetic-006867,Madurai,AUTO,5.03,9,EVENING,SUNDAY,NORMAL,COLD,30,12,0,1.0,113.0,90.36,25.06,SLIGHTLY_HIGH,synthetic
synthetic-006868,Bengaluru,BUS,14.28,31,EVENING,SUNDAY,NORMAL,COLD,10,2,0,1.0,33.0,38.56,-14.42,FAIR,synthetic
synthetic-006869,Bengaluru,AUTO,19.25,43,EVENING,SUNDAY,NORMAL,RAIN,30,12,0,1.0,242.0,261.0,-7.28,FAIR,synthetic
synthetic-006870,Madurai,BUS,10.47,25,DAY,WEEKDAY,NORMAL,CLEAR,10,2,0,1.1,31.0,34.03,-8.91,FAIR,synthetic
synthetic-006871,Chennai,BUS,16.0,48,EVENING,WEEKDAY,LOW,HOT,10,2,0,1.5,63.0,63.0,0.0,FAIR,synthetic
synthetic-006872,Madurai,BIKE_TAXI,11.2,23,DAY,WEEKDAY,NORMAL,CLEAR,20,8,0,1.0,114.0,109.6,4.01,FAIR,synthetic
synthetic-006873,Bengaluru,AUTO,3.53,5,DAY,SUNDAY,NORMAL,RAIN,30,12,0,1.3,98.0,94.07,4.18,FAIR,synthetic
synthetic-006874,Chennai,BIKE_TAXI,9.17,14,NIGHT,WEEKDAY,LOW,HOT,20,8,0,1.0,98.0,93.36,4.97,FAIR,synthetic
synthetic-006875,Coimbatore,BIKE_TAXI,7.8,15,NIGHT,SUNDAY,NORMAL,COLD,20,8,0,1.0,103.0,82.4,25.0,SLIGHTLY_HIGH,synthetic
synthetic-006876,Madurai,TAXI,18.2,32,DAY,SUNDAY,NORMAL,HOT,50,18,0,1.0,329.0,377.6,-12.87,FAIR,synthetic
synthetic-006877,Chennai,AUTO,1.29,3,MORNING,SATURDAY,LOW,RAIN,30,12,0,1.0,49.439610199657984,45.48,8.71,FAIR,synthetic
synthetic-006878,Coimbatore,AUTO,2.6,7,DAY,WEEKDAY,HIGH,COLD,30,12,0,1.0,56.0,61.2,-8.5,FAIR,synthetic
synthetic-006879,Madurai,TAXI,15.11,54,NIGHT,SUNDAY,HIGH,HOT,50,18,0,1.0,287.0,321.98,-10.86,FAIR,synthetic
synthetic-006880,Bengaluru,AUTO,12.41,26,EVENING,SUNDAY,HIGH,CLEAR,30,12,0,1.0,367.0,178.92,105.12,OVERCHARGED,synthetic
synthetic-006881,Chennai,BUS,9.84,19,MORNING,SATURDAY,LOW,HOT,10,2,0,1.2,70.0,35.62,96.54,OVERCHARGED,synthetic
synthetic-006882,Chennai,BUS,13.96,37,MORNING,WEEKDAY,LOW,COLD,10,2,0,1.2,42.0,45.5,-7.7,FAIR,synthetic
synthetic-006883,Coimbatore,BIKE_TAXI,7.41,23,DAY,SUNDAY,LOW,RAIN,20,8,0,1.0,156.0,79.28,96.77,OVERCHARGED,synthetic
synthetic-006884,Chennai,BUS,6.99,19,EVENING,SATURDAY,NORMAL,CLEAR,10,2,0,1.0,46.0,23.98,91.83,OVERCHARGED,synthetic
synthetic-006885,Bengaluru,AUTO,1.03,5,NIGHT,SATURDAY,NORMAL,CLEAR,30,12,0,1.0,42.0,42.36,-0.85,FAIR,synthetic
synthetic-006886,Bengaluru,AUTO,8.75,23,NIGHT,WEEKDAY,HIGH,CLEAR,30,12,0,1.5,182.0,202.5,-10.12,FAIR,synthetic
synthetic-006887,Madurai,TAXI,21.64,34,MORNING,SATURDAY,NORMAL,HOT,50,18,0,1.0,552.0,439.52,25.59,SLIGHTLY_HIGH,synthetic
synthetic-006888,Bengaluru,BUS,5.92,12,EVENING,SUNDAY,LOW,COLD,10,2,0,1.0,24.0,21.84,9.89,FAIR,synthetic
synthetic-006889,Coimbatore,AUTO,9.82,26,NIGHT,WEEKDAY,NORMAL,COLD,30,12,0,1.2,367.0,177.41,106.87,OVERCHARGED,synthetic
synthetic-006890,Bengaluru,BIKE_TAXI,18.14,55,DAY,SATURDAY,LOW,HOT,20,8,0,1.1,238.0,181.63,31.03,OVERCHARGED,synthetic
synthetic-006891,Coimbatore,BUS,12.64,35,MORNING,SUNDAY,HIGH,CLEAR,10,2,0,1.0,40.0,35.28,13.38,SLIGHTLY_HIGH,synthetic
synthetic-006892,Coimbatore,BIKE_TAXI,11.89,29,DAY,SATURDAY,HIGH,RAIN,20,8,0,1.2,118.0,138.14,-14.58,FAIR,synthetic
synthetic-006893,Coimbatore,BUS,17.83,52,EVENING,SUNDAY,NORMAL,CLEAR,10,2,0,1.0,55.0,45.66,20.46,SLIGHTLY_HIGH,synthetic
synthetic-006894,Coimbatore,BIKE_TAXI,20.77,42,NIGHT,WEEKDAY,LOW,CLEAR,20,8,0,1.3,251.0,242.01,3.72,FAIR,synthetic
synthetic-006895,Chennai,TAXI,20.39,58,NIGHT,WEEKDAY,NORMAL,COLD,50,18,0,1.0,407.0,417.02,-2.4,FAIR,synthetic
synthetic-006896,Coimbatore,BIKE_TAXI,5.84,14,DAY,SATURDAY,NORMAL,RAIN,20,8,0,1.2,105.0,80.06,31.15,OVERCHARGED,synthetic
synthetic-006897,Coimbatore,TAXI,1.15,4,EVENING,SATURDAY,LOW,COLD,50,18,0,1.0,75.0,80.0,-6.25,FAIR,synthetic
synthetic-006898,Madurai,BIKE_TAXI,18.22,42,MORNING,WEEKDAY,NORMAL,RAIN,20,8,0,1.0,149.0,165.76,-10.11,FAIR,synthetic
synthetic-006899,Bengaluru,BIKE_TAXI,10.6,31,EVENING,SATURDAY,NORMAL,HOT,20,8,0,1.0,92.0,104.8,-12.21,FAIR,synthetic
synthetic-006900,Coimbatore,BIKE_TAXI,11.73,35,MORNING,WEEKDAY,LOW,RAIN,20,8,0,1.2,173.6883038837518,136.61,27.14,SLIGHTLY_HIGH,synthetic
synthetic-006901,Chennai,BIKE_TAXI,7.15,13,EVENING,WEEKDAY,NORMAL,RAIN,20,8,0,1.0,115.0,77.2,48.96,OVERCHARGED,synthetic
synthetic-006902,Bengaluru,AUTO,10.92,32,DAY,WEEKDAY,HIGH,COLD,30,12,0,1.0,146.0,161.04,-9.34,FAIR,synthetic
synthetic-006903,Madurai,TAXI,13.58,39,DAY,SUNDAY,NORMAL,CLEAR,50,18,0,1.0,375.0,294.44,27.36,SLIGHTLY_HIGH,synthetic
synthetic-006904,Coimbatore,BUS,20.68,37,NIGHT,SATURDAY,NORMAL,HOT,10,2,0,1.2,62.0,61.63,0.6,FAIR,synthetic
synthetic-006905,Bengaluru,BUS,4.4,15,EVENING,SATURDAY,HIGH,CLEAR,10,2,0,1.2,48.0,22.56,112.77,OVERCHARGED,synthetic
synthetic-006906,Madurai,BUS,14.05,18,EVENING,SATURDAY,NORMAL,HOT,10,2,0,1.1,45.0,41.91,7.37,FAIR,synthetic
synthetic-006907,Bengaluru,BIKE_TAXI,4.24,7,DAY,WEEKDAY,NORMAL,CLEAR,20,8,0,1.0,46.0,53.92,-14.69,FAIR,synthetic
synthetic-006908,Bengaluru,BUS,15.96,30,NIGHT,WEEKDAY,HIGH,HOT,10,2,0,1.0,37.0,41.92,-11.74,FAIR,synthetic
synthetic-006909,Madurai,BIKE_TAXI,7.24,12,MORNING,WEEKDAY,LOW,HOT,20,8,0,1.0,77.0,77.92,-1.18,FAIR,synthetic
synthetic-006910,Madurai,TAXI,17.26,30,NIGHT,SUNDAY,LOW,HOT,50,18,0,1.0,657.0,360.68,82.16,OVERCHARGED,synthetic
synthetic-006911,Coimbatore,BUS,6.89,18,MORNING,WEEKDAY,NORMAL,COLD,10,2,0,1.0,21.0,23.78,-11.69,FAIR,synthetic
synthetic-006912,Coimbatore,BIKE_TAXI,3.92,11,NIGHT,SUNDAY,LOW,COLD,20,8,0,1.0,52.0,51.36,1.25,FAIR,synthetic
synthetic-006913,Coimbatore,BUS,5.17,15,NIGHT,SATURDAY,NORMAL,COLD,10,2,0,1.1,23.0,22.37,2.8,FAIR,synthetic
synthetic-006914,Chennai,AUTO,18.57,43,EVENING,SUNDAY,LOW,CLEAR,30,12,0,1.0,306.0,252.84,21.03,SLIGHTLY_HIGH,synthetic
synthetic-006915,Madurai,TAXI,1.87,6,NIGHT,WEEKDAY,LOW,CLEAR,50,18,0,1.0,80.0,83.66,-4.37,FAIR,synthetic
synthetic-006916,Coimbatore,TAXI,6.13,14,EVENING,SATURDAY,HIGH,COLD,50,18,0,1.0,266.0,160.34,65.9,OVERCHARGED,synthetic
synthetic-006917,Coimbatore,BUS,18.11,37,NIGHT,SUNDAY,NORMAL,RAIN,10,2,0,1.2,117.0,55.46,110.95,OVERCHARGED,synthetic
synthetic-006918,Chennai,AUTO,15.93,49,NIGHT,SUNDAY,NORMAL,RAIN,30,12,0,1.0,291.0,221.16,31.58,OVERCHARGED,synthetic
synthetic-006919,Chennai,BIKE_TAXI,5.73,6,NIGHT,SATURDAY,NORMAL,COLD,20,8,0,1.0,129.0,65.84,95.93,OVERCHARGED,synthetic
synthetic-006920,Chennai,BUS,14.35,31,DAY,SATURDAY,HIGH,COLD,10,2,0,1.0,33.0,38.7,-14.73,FAIR,synthetic
synthetic-006921,Chennai,BIKE_TAXI,9.28,14,DAY,SUNDAY,NORMAL,COLD,20,8,0,1.0,97.0,94.24,2.93,FAIR,synthetic
synthetic-006922,Coimbatore,BIKE_TAXI,16.4,40,NIGHT,SUNDAY,LOW,HOT,20,8,0,1.0,145.0,151.2,-4.1,FAIR,synthetic
synthetic-006923,Chennai,BUS,16.61,33,EVENING,SATURDAY,HIGH,HOT,10,2,0,1.0,39.0,43.22,-9.76,FAIR,synthetic
synthetic-006924,Chennai,AUTO,14.34,45,MORNING,WEEKDAY,LOW,RAIN,30,12,0,1.0,188.0,202.08,-6.97,FAIR,synthetic
synthetic-006925,Coimbatore,AUTO,19.98,42,DAY,SUNDAY,LOW,COLD,30,12,0,1.0,233.0,269.76,-13.63,FAIR,synthetic
synthetic-006926,Chennai,TAXI,9.33,10,MORNING,SATURDAY,LOW,HOT,50,18,0,1.0,287.0,217.94,31.69,OVERCHARGED,synthetic
synthetic-006927,Chennai,TAXI,7.39,16,NIGHT,SATURDAY,HIGH,HOT,50,18,0,1.0,213.0,183.02,16.38,SLIGHTLY_HIGH,synthetic
synthetic-006928,Coimbatore,BIKE_TAXI,1.58,4,DAY,WEEKDAY,HIGH,RAIN,20,8,0,1.0,30.0,32.64,-8.09,FAIR,synthetic
synthetic-006929,Bengaluru,AUTO,14.73,27,DAY,SUNDAY,LOW,COLD,30,12,0,1.0,232.0,206.76,12.21,SLIGHTLY_HIGH,synthetic
synthetic-006930,Coimbatore,AUTO,4.41,13,DAY,SATURDAY,NORMAL,COLD,30,12,0,1.1,102.0,91.21,11.83,SLIGHTLY_HIGH,synthetic
synthetic-006931,Madurai,BUS,1.73,10,NIGHT,SATURDAY,LOW,COLD,10,2,0,1.0,12.0,13.46,-10.85,FAIR,synthetic
synthetic-006932,Coimbatore,AUTO,19.49,44,DAY,WEEKDAY,NORMAL,HOT,30,12,0,1.0,292.0,263.88,10.66,SLIGHTLY_HIGH,synthetic
synthetic-006933,Bengaluru,BIKE_TAXI,20.79,38,NIGHT,WEEKDAY,LOW,RAIN,20,8,0,1.1,196.0,204.95,-4.37,FAIR,synthetic
synthetic-006934,Coimbatore,BIKE_TAXI,9.91,29,MORNING,WEEKDAY,HIGH,RAIN,20,8,0,1.1,114.0,109.21,4.39,FAIR,synthetic
synthetic-006935,Chennai,AUTO,11.55,26,NIGHT,SUNDAY,NORMAL,RAIN,30,12,0,1.0,238.0,168.6,41.16,OVERCHARGED,synthetic
synthetic-006936,Bengaluru,AUTO,15.81,28,MORNING,WEEKDAY,NORMAL,HOT,30,12,0,1.0,249.0,219.72,13.33,SLIGHTLY_HIGH,synthetic
synthetic-006937,Bengaluru,BIKE_TAXI,12.37,22,DAY,SUNDAY,NORMAL,HOT,20,8,0,1.2,174.0,142.75,21.89,SLIGHTLY_HIGH,synthetic
synthetic-006938,Chennai,AUTO,13.65,29,MORNING,SATURDAY,NORMAL,CLEAR,30,12,0,1.2,229.0,232.56,-1.53,FAIR,synthetic
synthetic-006939,Coimbatore,BUS,7.94,15,EVENING,SUNDAY,NORMAL,RAIN,10,2,0,1.0,47.0,25.88,81.61,OVERCHARGED,synthetic
synthetic-006940,Coimbatore,AUTO,21.85,48,EVENING,SUNDAY,NORMAL,RAIN,30,12,0,1.0,419.0,292.2,43.39,OVERCHARGED,synthetic
synthetic-006941,Madurai,BUS,10.4,23,MORNING,SUNDAY,HIGH,CLEAR,10,2,0,1.2,38.0,36.96,2.81,FAIR,synthetic
synthetic-006942,Madurai,BUS,6.89,17,EVENING,SUNDAY,HIGH,COLD,10,2,0,1.1,32.0,26.16,22.33,SLIGHTLY_HIGH,synthetic
synthetic-006943,Bengaluru,BIKE_TAXI,11.59,26,MORNING,SUNDAY,NORMAL,HOT,20,8,0,1.0,124.0,112.72,10.01,SLIGHTLY_HIGH,synthetic
synthetic-006944,Coimbatore,BUS,2.3,5,MORNING,SUNDAY,NORMAL,COLD,10,2,0,1.0,14.0,14.6,-4.11,FAIR,synthetic
synthetic-006945,Coimbatore,BIKE_TAXI,10.22,18,MORNING,WEEKDAY,NORMAL,HOT,20,8,0,1.2,259.0,122.11,112.1,OVERCHARGED,synthetic
synthetic-006946,Chennai,AUTO,6.68,9,EVENING,WEEKDAY,NORMAL,RAIN,30,12,0,1.1,156.2389596157623,121.18,28.94,SLIGHTLY_HIGH,synthetic
synthetic-006947,Bengaluru,AUTO,8.38,11,DAY,WEEKDAY,NORMAL,CLEAR,30,12,0,1.0,134.0,130.56,2.63,FAIR,synthetic
synthetic-006948,Bengaluru,AUTO,13.73,30,NIGHT,WEEKDAY,LOW,CLEAR,30,12,0,1.0,180.0,194.76,-7.58,FAIR,synthetic
synthetic-006949,Bengaluru,AUTO,20.33,60,EVENING,SUNDAY,NORMAL,COLD,30,12,0,1.2,402.0,328.75,22.28,SLIGHTLY_HIGH,synthetic
synthetic-006950,Coimbatore,AUTO,17.22,49,MORNING,SATURDAY,NORMAL,CLEAR,30,12,0,1.2,268.0,283.97,-5.62,FAIR,synthetic
synthetic-006951,Bengaluru,AUTO,10.27,17,MORNING,SATURDAY,NORMAL,RAIN,30,12,0,1.0,159.0,153.24,3.76,FAIR,synthetic
synthetic-006952,Chennai,TAXI,3.58,11,MORNING,SATURDAY,LOW,HOT,50,18,0,1.2,124.0,137.33,-9.71,FAIR,synthetic
synthetic-006953,Chennai,BUS,18.43,46,EVENING,SATURDAY,NORMAL,HOT,10,2,0,1.0,43.0,46.86,-8.24,FAIR,synthetic
synthetic-006954,Coimbatore,BIKE_TAXI,20.35,62,MORNING,SATURDAY,NORMAL,RAIN,20,8,0,1.0,173.0,182.8,-5.36,FAIR,synthetic
synthetic-006955,Bengaluru,BUS,8.05,22,MORNING,SATURDAY,LOW,HOT,10,2,0,1.0,34.0,26.1,30.27,OVERCHARGED,synthetic
synthetic-006956,Coimbatore,BUS,16.64,51,DAY,SATURDAY,NORMAL,COLD,10,2,0,1.0,50.0,43.28,15.53,SLIGHTLY_HIGH,synthetic
synthetic-006957,Coimbatore,AUTO,14.41,43,DAY,SATURDAY,HIGH,RAIN,30,12,0,1.1,267.0,223.21,19.62,SLIGHTLY_HIGH,synthetic
synthetic-006958,Chennai,BIKE_TAXI,11.42,34,DAY,WEEKDAY,NORMAL,CLEAR,20,8,0,1.0,107.0,111.36,-3.92,FAIR,synthetic
synthetic-006959,Coimbatore,BIKE_TAXI,16.0,50,EVENING,SUNDAY,NORMAL,COLD,20,8,0,1.0,144.0,148.0,-2.7,FAIR,synthetic
synthetic-006960,Chennai,BIKE_TAXI,19.78,50,NIGHT,SATURDAY,LOW,RAIN,20,8,0,1.0,204.61722271248883,178.24,14.8,SLIGHTLY_HIGH,synthetic
synthetic-006961,Coimbatore,BIKE_TAXI,21.05,47,DAY,SATURDAY,LOW,HOT,20,8,0,1.0,205.0,188.4,8.81,FAIR,synthetic
synthetic-006962,Chennai,BIKE_TAXI,19.23,55,NIGHT,SUNDAY,NORMAL,COLD,20,8,0,1.0,149.0,173.84,-14.29,FAIR,synthetic
synthetic-006963,Madurai,TAXI,3.94,15,DAY,WEEKDAY,HIGH,HOT,50,18,0,1.0,125.0,120.92,3.37,FAIR,synthetic
synthetic-006964,Bengaluru,TAXI,17.3,49,NIGHT,SATURDAY,NORMAL,HOT,50,18,0,1.2,558.0,433.68,28.67,SLIGHTLY_HIGH,synthetic
synthetic-006965,Coimbatore,BUS,12.85,28,NIGHT,WEEKDAY,NORMAL,HOT,10,2,0,1.3,42.0,46.41,-9.5,FAIR,synthetic
synthetic-006966,Coimbatore,TAXI,4.82,14,EVENING,WEEKDAY,NORMAL,COLD,50,18,0,1.0,124.0,136.76,-9.33,FAIR,synthetic
synthetic-006967,Chennai,TAXI,3.92,7,NIGHT,SUNDAY,NORMAL,HOT,50,18,0,1.0,108.0,120.56,-10.42,FAIR,synthetic
synthetic-006968,Bengaluru,BUS,16.68,31,NIGHT,WEEKDAY,NORMAL,CLEAR,10,2,0,1.0,38.0,43.36,-12.36,FAIR,synthetic
synthetic-006969,Madurai,BUS,10.16,28,DAY,WEEKDAY,NORMAL,CLEAR,10,2,0,1.5,48.0,45.48,5.54,FAIR,synthetic
synthetic-006970,Bengaluru,BIKE_TAXI,5.46,10,DAY,SUNDAY,LOW,HOT,20,8,0,1.0,65.0,63.68,2.07,FAIR,synthetic
synthetic-006971,Chennai,TAXI,18.58,25,DAY,SUNDAY,NORMAL,HOT,50,18,0,1.0,410.0,384.44,6.65,FAIR,synthetic
synthetic-006972,Coimbatore,AUTO,2.98,16,DAY,WEEKDAY,LOW,RAIN,30,12,0,1.0,58.0,65.76,-11.8,FAIR,synthetic
synthetic-006973,Chennai,AUTO,1.69,4,EVENING,WEEKDAY,NORMAL,COLD,30,12,0,1.0,46.0,50.28,-8.51,FAIR,synthetic
synthetic-006974,Chennai,BUS,8.55,13,EVENING,SUNDAY,NORMAL,HOT,10,2,0,1.0,27.0,27.1,-0.37,FAIR,synthetic
synthetic-006975,Bengaluru,AUTO,10.47,31,MORNING,WEEKDAY,NORMAL,RAIN,30,12,0,1.0,184.0,155.64,18.22,SLIGHTLY_HIGH,synthetic
synthetic-006976,Chennai,AUTO,15.16,32,MORNING,SATURDAY,NORMAL,HOT,30,12,0,1.2,254.0,254.3,-0.12,FAIR,synthetic
synthetic-006977,Madurai,BIKE_TAXI,7.82,12,MORNING,SATURDAY,HIGH,RAIN,20,8,0,1.0,134.0,82.56,62.31,OVERCHARGED,synthetic
synthetic-006978,Madurai,BIKE_TAXI,10.28,27,MORNING,SUNDAY,NORMAL,HOT,20,8,0,1.0,122.0,102.24,19.33,SLIGHTLY_HIGH,synthetic
synthetic-006979,Madurai,TAXI,18.51,45,NIGHT,WEEKDAY,NORMAL,HOT,50,18,0,1.0,460.0,383.18,20.05,SLIGHTLY_HIGH,synthetic
synthetic-006980,Bengaluru,AUTO,6.78,13,MORNING,WEEKDAY,LOW,CLEAR,30,12,0,1.0,103.0,111.36,-7.51,FAIR,synthetic
synthetic-006981,Madurai,AUTO,18.18,37,DAY,SATURDAY,LOW,RAIN,30,12,0,1.0,220.0,248.16,-11.35,FAIR,synthetic
synthetic-006982,Chennai,TAXI,20.49,46,DAY,WEEKDAY,NORMAL,RAIN,50,18,0,1.0,412.0,418.82,-1.63,FAIR,synthetic
synthetic-006983,Chennai,AUTO,15.83,38,MORNING,WEEKDAY,NORMAL,RAIN,30,12,0,1.0,200.0,219.96,-9.07,FAIR,synthetic
synthetic-006984,Bengaluru,TAXI,8.1,21,MORNING,WEEKDAY,NORMAL,COLD,50,18,0,1.0,173.0,195.8,-11.64,FAIR,synthetic
synthetic-006985,Coimbatore,BIKE_TAXI,21.96,60,MORNING,SUNDAY,LOW,HOT,20,8,0,1.0,232.0,195.68,18.56,SLIGHTLY_HIGH,synthetic
synthetic-006986,Bengaluru,BIKE_TAXI,20.95,51,MORNING,SUNDAY,NORMAL,HOT,20,8,0,1.0,198.0,187.6,5.54,FAIR,synthetic
synthetic-006987,Madurai,BUS,5.69,6,NIGHT,SUNDAY,HIGH,CLEAR,10,2,0,1.0,26.0,21.38,21.61,SLIGHTLY_HIGH,synthetic
synthetic-006988,Chennai,TAXI,8.76,19,MORNING,SUNDAY,NORMAL,COLD,50,18,0,1.0,201.0,207.68,-3.22,FAIR,synthetic
synthetic-006989,Chennai,BIKE_TAXI,19.38,41,MORNING,SATURDAY,LOW,CLEAR,20,8,0,1.2,281.0,210.05,33.78,OVERCHARGED,synthetic
synthetic-006990,Madurai,BIKE_TAXI,21.7,44,EVENING,SATURDAY,NORMAL,COLD,20,8,0,1.0,192.0,193.6,-0.83,FAIR,synthetic
synthetic-006991,Coimbatore,TAXI,21.71,42,NIGHT,SUNDAY,LOW,CLEAR,50,18,0,1.0,740.0,440.78,67.88,OVERCHARGED,synthetic
synthetic-006992,Coimbatore,TAXI,13.76,38,EVENING,SATURDAY,NORMAL,COLD,50,18,0,1.2,325.0,357.22,-9.02,FAIR,synthetic
synthetic-006993,Chennai,BUS,20.74,45,DAY,WEEKDAY,LOW,CLEAR,10,2,0,1.0,57.19197726630275,51.48,11.1,SLIGHTLY_HIGH,synthetic
synthetic-006994,Coimbatore,BUS,8.59,18,DAY,SATURDAY,NORMAL,CLEAR,10,2,0,1.0,55.0,27.18,102.35,OVERCHARGED,synthetic
synthetic-006995,Madurai,AUTO,9.38,27,EVENING,WEEKDAY,HIGH,CLEAR,30,12,0,1.0,171.0,142.56,19.95,SLIGHTLY_HIGH,synthetic
synthetic-006996,Chennai,BUS,16.82,42,NIGHT,SATURDAY,NORMAL,HOT,10,2,0,1.0,74.0,43.64,69.57,OVERCHARGED,synthetic
synthetic-006997,Madurai,BIKE_TAXI,21.66,69,EVENING,WEEKDAY,HIGH,COLD,20,8,0,1.0,196.0,193.28,1.41,FAIR,synthetic
synthetic-006998,Bengaluru,TAXI,10.81,30,EVENING,SATURDAY,NORMAL,CLEAR,50,18,0,1.3,291.0,317.95,-8.48,FAIR,synthetic
synthetic-006999,Madurai,AUTO,2.52,14,NIGHT,WEEKDAY,NORMAL,COLD,30,12,0,1.1,65.0,66.26,-1.91,FAIR,synthetic
synthetic-007000,Madurai,AUTO,9.01,22,EVENING,SUNDAY,HIGH,CLEAR,30,12,0,1.3,211.0,179.56,17.51,SLIGHTLY_HIGH,synthetic
synthetic-007001,Chennai,AUTO,2.89,6,EVENING,WEEKDAY,LOW,HOT,30,12,0,1.0,78.0,64.68,20.59,SLIGHTLY_HIGH,synthetic
synthetic-007002,Bengaluru,BUS,3.29,11,NIGHT,WEEKDAY,LOW,HOT,10,2,0,1.5,23.0,24.87,-7.52,FAIR,synthetic
synthetic-007003,Chennai,BIKE_TAXI,13.94,33,NIGHT,SUNDAY,LOW,HOT,20,8,0,1.0,137.0,131.52,4.17,FAIR,synthetic
synthetic-007004,Bengaluru,BUS,20.65,56,NIGHT,WEEKDAY,LOW,COLD,10,2,0,1.0,48.0,51.3,-6.43,FAIR,synthetic
synthetic-007005,Coimbatore,AUTO,10.57,22,NIGHT,WEEKDAY,LOW,RAIN,30,12,0,1.0,167.0,156.84,6.48,FAIR,synthetic
synthetic-007006,Coimbatore,BUS,1.45,3,DAY,SATURDAY,HIGH,RAIN,10,2,0,1.0,13.0,12.9,0.78,FAIR,synthetic
synthetic-007007,Chennai,BIKE_TAXI,9.7,30,NIGHT,SATURDAY,LOW,COLD,20,8,0,1.0,86.0,97.6,-11.89,FAIR,synthetic
synthetic-007008,Madurai,TAXI,1.36,3,NIGHT,WEEKDAY,NORMAL,RAIN,50,18,0,1.0,70.0,80.0,-12.5,FAIR,synthetic
synthetic-007009,Bengaluru,TAXI,1.45,5,DAY,SUNDAY,HIGH,CLEAR,50,18,0,1.0,70.0,80.0,-12.5,FAIR,synthetic
synthetic-007010,Bengaluru,AUTO,5.77,10,EVENING,SATURDAY,NORMAL,HOT,30,12,0,1.0,120.0,99.24,20.92,SLIGHTLY_HIGH,synthetic
synthetic-007011,Bengaluru,BIKE_TAXI,5.45,10,EVENING,SUNDAY,NORMAL,HOT,20,8,0,1.0,63.0,63.6,-0.94,FAIR,synthetic
