latitude,longitude,timeOfDay,dayOfWeek,policeDistanceKm,hospitalDistanceKm,fireStationDistanceKm,emergencyResponseDistanceKm,incidentCount,crimeReports,touristReports,lightingScore,crowdDensity,transportAvailability,safetyLevel,datasetSource
12.8409,80.39621,DAY,WEEKDAY,4.21,4.51,7.74,8.54,0,1,0,66,HIGH,MODERATE,SAFE,synthetic
12.82593,80.38542,NIGHT,WEEKDAY,5.23,5.03,4.71,5.47,0,0,0,70,HIGH,HIGH,SAFE,synthetic
12.98058,80.1077,DAY,SATURDAY,2.59,2.58,3.02,4.82,0,0,0,37,NORMAL,MODERATE,SAFE,synthetic
13.29993,80.04095,MORNING,SATURDAY,3.87,4.72,5.11,8.06,4,1,0,72,HIGH,MODERATE,MODERATE,synthetic
13.15437,80.36538,MORNING,WEEKDAY,4.6,3.85,3.42,9.39,2,0,1,42,NORMAL,MODERATE,MODERATE,synthetic
12.91973,80.16426,DAY,SUNDAY,5.65,13.52,11.67,20.25,0,0,1,21,DESERTED,MODERATE,MODERATE,synthetic
13.00813,80.19991,NIGHT,SATURDAY,5.78,5.24,4.59,3.07,0,0,1,58,LOW,MODERATE,MODERATE,synthetic
13.10457,80.34504,MORNING,WEEKDAY,2.19,5.9,3.79,5.07,0,1,0,69,NORMAL,HIGH,SAFE,synthetic
13.28236,80.11666,DAY,SATURDAY,2.14,6.71,2.09,3.08,0,0,0,72,NORMAL,LOW,SAFE,synthetic
13.19459,80.38427,NIGHT,SUNDAY,12.53,11.99,6.26,10.73,4,3,1,36,LOW,LOW,HIGH_RISK,synthetic
13.23285,80.22573,EVENING,SUNDAY,2.76,2.41,5.43,10.58,4,2,0,54,LOW,HIGH,MODERATE,synthetic
12.8008,80.2942,NIGHT,SUNDAY,12.88,7.24,11.72,19.94,7,0,2,8,LOW,LOW,HIGH_RISK,synthetic
13.12941,80.06202,DAY,SUNDAY,5.49,2.4,7.14,3.75,2,1,0,64,HIGH,MODERATE,MODERATE,synthetic
13.20106,80.00977,EVENING,SATURDAY,4.21,5.99,3.5,3.99,0,1,0,39,NORMAL,HIGH,SAFE,synthetic
12.84537,80.03599,NIGHT,WEEKDAY,5.68,3.91,5.13,10.28,1,0,0,55,NORMAL,MODERATE,SAFE,synthetic
13.07239,80.03046,DAY,SATURDAY,0.27,0.11,2.03,2.03,0,0,0,99,NORMAL,MODERATE,SAFE,synthetic
13.1618,80.10123,DAY,SATURDAY,2.77,2.9,3.55,9.2,7,1,0,77,HIGH,LOW,MODERATE,synthetic
12.92116,80.16619,EVENING,WEEKDAY,1.84,0.76,0.49,3.2,0,0,0,91,NORMAL,MODERATE,SAFE,synthetic
12.80746,80.23238,MORNING,SUNDAY,4.24,4.43,5.85,10.84,0,1,0,56,NORMAL,HIGH,MODERATE,synthetic
12.8316,80.07857,NIGHT,WEEKDAY,3.19,6.57,5.18,11.0,2,1,0,49,NORMAL,MODERATE,MODERATE,synthetic
12.82576,80.29827,EVENING,SUNDAY,7.41,5.75,6.64,16.15,0,2,4,23,DESERTED,LOW,HIGH_RISK,synthetic
12.94901,80.24627,EVENING,SUNDAY,4.06,3.92,3.5,10.16,0,0,0,73,NORMAL,LOW,SAFE,synthetic
12.87243,80.21581,DAY,SATURDAY,1.02,1.87,2.93,3.89,0,0,0,96,NORMAL,MODERATE,SAFE,synthetic
12.83087,80.38432,NIGHT,SUNDAY,3.63,5.33,5.06,11.1,4,0,0,49,NORMAL,HIGH,MODERATE,synthetic
13.21552,80.35147,EVENING,WEEKDAY,3.82,4.82,3.15,4.58,2,1,1,37,NORMAL,MODERATE,MODERATE,synthetic
12.83945,80.29702,EVENING,SUNDAY,1.17,0.34,1.35,2.46,0,0,0,92,HIGH,MODERATE,SAFE,synthetic
12.87365,80.28566,DAY,SATURDAY,0.11,1.81,1.75,3.3,0,0,0,93,NORMAL,MODERATE,SAFE,synthetic
12.90308,80.29351,NIGHT,SATURDAY,1.8,4.25,3.62,11.0,0,0,0,41,NORMAL,LOW,SAFE,synthetic
13.29644,80.37927,DAY,SUNDAY,0.82,2.36,0.96,3.51,0,0,0,71,HIGH,MODERATE,SAFE,synthetic
12.81909,80.3072,MORNING,SUNDAY,0.28,1.74,2.38,2.72,0,0,0,99,HIGH,MODERATE,SAFE,synthetic
13.24249,80.16939,NIGHT,SUNDAY,3.81,4.78,7.13,10.79,0,0,0,73,NORMAL,MODERATE,SAFE,synthetic
13.13569,80.1034,DAY,WEEKDAY,2.82,3.83,6.19,5.79,0,0,0,38,HIGH,HIGH,SAFE,synthetic
13.18512,80.03808,DAY,SUNDAY,9.99,11.97,13.35,20.05,0,1,1,6,DESERTED,LOW,HIGH_RISK,synthetic
13.0852,80.20711,DAY,SUNDAY,5.69,4.8,4.12,7.6,2,0,1,55,HIGH,LOW,MODERATE,synthetic
13.15837,80.1413,DAY,WEEKDAY,2.31,4.66,2.02,11.27,0,0,1,74,NORMAL,HIGH,SAFE,synthetic
13.29022,80.38314,MORNING,SATURDAY,4.56,4.16,5.03,7.98,0,1,4,73,NORMAL,HIGH,MODERATE,synthetic
12.98665,80.02012,DAY,SUNDAY,0.91,0.25,1.81,2.01,0,0,0,99,NORMAL,MODERATE,SAFE,synthetic
12.80275,80.37952,MORNING,WEEKDAY,2.88,2.52,5.82,8.36,3,1,0,66,NORMAL,LOW,MODERATE,synthetic
12.85312,80.16974,NIGHT,SUNDAY,11.56,7.44,13.2,8.24,0,0,3,17,LOW,MODERATE,HIGH_RISK,synthetic
13.08712,80.11325,NIGHT,SUNDAY,13.41,8.71,14.21,12.91,1,5,2,25,LOW,MODERATE,HIGH_RISK,synthetic
13.19296,80.33843,EVENING,SATURDAY,1.46,0.29,1.6,2.17,0,0,0,86,HIGH,MODERATE,SAFE,synthetic
12.90951,80.02469,DAY,SUNDAY,0.77,1.13,0.54,3.15,0,0,0,77,HIGH,MODERATE,SAFE,synthetic
13.10297,80.36981,DAY,SATURDAY,0.18,1.85,1.19,0.97,1,0,0,99,NORMAL,MODERATE,SAFE,synthetic
12.85412,80.28382,MORNING,WEEKDAY,3.29,4.43,4.88,5.21,0,1,1,63,NORMAL,MODERATE,MODERATE,synthetic
13.0927,80.10969,EVENING,SATURDAY,2.45,4.32,3.14,6.15,5,2,0,59,HIGH,HIGH,MODERATE,synthetic
12.92923,80.31614,NIGHT,SATURDAY,10.47,11.38,13.82,21.86,1,2,0,33,LOW,LOW,HIGH_RISK,synthetic
12.91164,80.09642,MORNING,SATURDAY,3.6,3.19,7.01,11.4,0,2,0,76,HIGH,LOW,MODERATE,synthetic
12.99938,80.12735,EVENING,WEEKDAY,1.92,4.9,6.64,5.37,1,0,1,37,NORMAL,LOW,MODERATE,synthetic
13.28257,80.12713,EVENING,SATURDAY,4.8,6.08,2.51,4.17,1,0,2,64,NORMAL,LOW,MODERATE,synthetic
13.05936,80.01277,EVENING,SUNDAY,1.91,2.23,6.11,7.9,5,1,1,45,NORMAL,HIGH,MODERATE,synthetic
13.27768,80.3334,NIGHT,SUNDAY,1.93,3.84,5.45,5.99,0,0,1,47,NORMAL,MODERATE,SAFE,synthetic
12.94061,80.34577,EVENING,SATURDAY,1.55,1.24,0.42,2.86,0,0,0,77,NORMAL,MODERATE,SAFE,synthetic
13.22761,80.34331,NIGHT,WEEKDAY,2.74,3.92,6.35,3.69,6,1,0,57,LOW,HIGH,MODERATE,synthetic
13.13399,80.02198,EVENING,WEEKDAY,2.44,5.64,7.15,10.25,0,0,0,53,HIGH,HIGH,MODERATE,synthetic
13.16473,80.26931,DAY,SATURDAY,4.28,1.98,7.49,10.21,3,0,0,78,LOW,HIGH,MODERATE,synthetic
12.84286,80.01059,EVENING,WEEKDAY,6.18,12.77,11.14,17.65,0,3,6,11,DESERTED,MODERATE,HIGH_RISK,synthetic
12.87102,80.3177,MORNING,WEEKDAY,3.69,6.22,4.73,7.01,0,0,0,53,HIGH,LOW,SAFE,synthetic
13.14483,80.21539,DAY,SATURDAY,0.73,0.83,1.27,1.57,0,0,0,75,HIGH,HIGH,SAFE,synthetic
12.89197,80.37991,EVENING,SUNDAY,5.84,5.62,8.22,17.72,3,6,10,14,LOW,LOW,HIGH_RISK,synthetic
13.05111,80.25071,EVENING,SATURDAY,8.81,4.39,11.85,15.19,11,2,0,38,DESERTED,LOW,HIGH_RISK,synthetic
13.01855,80.25155,NIGHT,SATURDAY,4.64,6.64,3.96,10.14,1,2,0,64,NORMAL,LOW,MODERATE,synthetic
13.03581,80.25886,DAY,SUNDAY,4.02,1.87,7.09,5.77,0,3,0,54,NORMAL,LOW,MODERATE,synthetic
12.99376,80.32317,NIGHT,SUNDAY,3.59,1.76,7.11,8.56,0,0,0,57,NORMAL,LOW,SAFE,synthetic
12.8367,80.17494,DAY,SUNDAY,3.93,4.53,6.26,8.11,1,0,0,76,NORMAL,HIGH,SAFE,synthetic
12.91684,80.12034,DAY,SATURDAY,1.23,1.74,1.71,3.99,0,0,0,76,NORMAL,MODERATE,SAFE,synthetic
13.25627,80.32898,EVENING,SUNDAY,8.75,7.32,6.54,18.64,3,2,0,23,DESERTED,MODERATE,MODERATE,synthetic
13.17839,80.33261,MORNING,SUNDAY,0.99,1.15,0.32,2.65,0,0,0,97,NORMAL,HIGH,SAFE,synthetic
13.1916,80.06201,DAY,SUNDAY,2.12,3.79,2.25,5.95,3,0,1,58,NORMAL,HIGH,SAFE,synthetic
12.92934,80.36772,NIGHT,SUNDAY,5.61,1.69,2.26,8.65,2,1,0,43,NORMAL,MODERATE,MODERATE,synthetic
13.15086,80.32833,NIGHT,SUNDAY,1.97,6.44,6.59,7.84,0,0,0,62,NORMAL,MODERATE,SAFE,synthetic
12.96784,80.10732,EVENING,SUNDAY,3.51,6.44,3.04,10.71,1,1,1,55,NORMAL,LOW,MODERATE,synthetic
13.01433,80.06976,NIGHT,SATURDAY,2.86,3.42,3.07,4.9,0,4,1,75,NORMAL,HIGH,MODERATE,synthetic
12.86615,80.05457,MORNING,SATURDAY,1.96,1.83,1.69,1.72,0,0,0,77,NORMAL,HIGH,SAFE,synthetic
13.07733,80.28918,EVENING,SATURDAY,3.33,2.9,6.84,6.19,0,0,0,47,LOW,HIGH,SAFE,synthetic
12.92565,80.04083,DAY,SUNDAY,0.78,1.61,0.25,0.53,0,0,0,77,NORMAL,MODERATE,SAFE,synthetic
12.90286,80.30539,NIGHT,SATURDAY,9.62,4.58,13.82,14.86,7,2,1,10,LOW,LOW,HIGH_RISK,synthetic
13.13599,80.03524,DAY,WEEKDAY,5.09,4.88,6.94,6.1,2,2,1,52,HIGH,HIGH,MODERATE,synthetic
12.81373,80.17457,MORNING,WEEKDAY,1.01,0.99,1.63,2.36,0,0,0,70,NORMAL,MODERATE,SAFE,synthetic
12.99593,80.12819,MORNING,SUNDAY,4.63,3.96,3.67,10.08,5,0,0,37,HIGH,MODERATE,MODERATE,synthetic
12.85031,80.01129,EVENING,WEEKDAY,5.04,3.76,3.28,4.53,1,0,0,46,NORMAL,LOW,SAFE,synthetic
13.07314,80.27039,DAY,SATURDAY,3.63,2.08,2.58,10.75,2,1,0,71,HIGH,HIGH,SAFE,synthetic
13.2018,80.37792,NIGHT,WEEKDAY,5.69,10.44,10.85,14.53,10,3,0,14,DESERTED,LOW,HIGH_RISK,synthetic
13.25811,80.27218,MORNING,SATURDAY,1.2,1.11,2.39,3.13,0,0,0,98,NORMAL,MODERATE,SAFE,synthetic
13.08031,80.33536,EVENING,WEEKDAY,5.04,6.65,2.55,3.69,0,1,0,43,LOW,LOW,MODERATE,synthetic
12.89261,80.37579,EVENING,SATURDAY,0.75,1.83,2.3,2.35,0,1,0,83,HIGH,HIGH,SAFE,synthetic
13.28169,80.17759,DAY,WEEKDAY,3.19,5.69,6.02,6.95,4,3,0,37,NORMAL,MODERATE,MODERATE,synthetic
13.1432,80.36885,NIGHT,SUNDAY,7.46,9.39,9.94,11.31,6,5,0,18,DESERTED,MODERATE,HIGH_RISK,synthetic
12.97031,80.33193,EVENING,WEEKDAY,4.17,6.79,6.22,9.12,1,0,0,57,NORMAL,MODERATE,MODERATE,synthetic
13.24236,80.12533,MORNING,WEEKDAY,0.14,1.04,2.96,2.87,0,0,0,98,NORMAL,HIGH,SAFE,synthetic
13.24477,80.28476,EVENING,SUNDAY,4.43,5.49,3.12,6.05,1,0,0,56,HIGH,MODERATE,SAFE,synthetic
13.23959,80.27251,DAY,SUNDAY,4.88,9.3,13.95,16.49,14,0,0,17,LOW,MODERATE,HIGH_RISK,synthetic
12.88139,80.09348,NIGHT,SATURDAY,1.92,4.92,3.94,4.52,0,2,0,73,LOW,MODERATE,SAFE,synthetic
13.0273,80.03906,NIGHT,SATURDAY,6.43,5.61,15.28,18.64,1,6,0,34,DESERTED,MODERATE,HIGH_RISK,synthetic
12.9689,80.39153,NIGHT,SUNDAY,1.66,6.44,4.5,8.28,0,0,0,74,NORMAL,LOW,SAFE,synthetic
13.12223,80.37451,MORNING,SATURDAY,5.67,4.07,4.08,10.34,0,1,0,79,HIGH,HIGH,SAFE,synthetic
12.8709,80.3218,NIGHT,SUNDAY,12.85,9.74,12.42,22.51,1,11,0,21,DESERTED,MODERATE,HIGH_RISK,synthetic
12.84666,80.37021,MORNING,SUNDAY,2.66,5.32,7.4,4.81,2,0,0,48,NORMAL,MODERATE,SAFE,synthetic
13.06448,80.02187,EVENING,SUNDAY,12.39,12.62,15.18,19.52,3,14,2,25,LOW,MODERATE,HIGH_RISK,synthetic
12.84741,80.39961,MORNING,WEEKDAY,1.71,2.0,2.08,2.52,0,0,0,70,HIGH,MODERATE,SAFE,synthetic
13.18102,80.16343,DAY,WEEKDAY,3.79,2.98,4.82,6.6,0,0,0,71,HIGH,LOW,SAFE,synthetic
12.90981,80.24363,NIGHT,SUNDAY,11.2,7.96,14.43,19.91,3,13,3,13,DESERTED,LOW,HIGH_RISK,synthetic
12.93155,80.27352,EVENING,SUNDAY,4.35,5.1,7.87,6.84,1,1,1,52,NORMAL,HIGH,MODERATE,synthetic
13.13445,80.11437,EVENING,SATURDAY,9.64,12.45,6.73,14.23,2,5,0,31,LOW,LOW,HIGH_RISK,synthetic
13.04357,80.3819,EVENING,SATURDAY,3.88,6.69,2.61,3.47,1,0,0,53,HIGH,HIGH,MODERATE,synthetic
13.0337,80.27122,NIGHT,WEEKDAY,7.98,4.09,12.74,18.27,2,5,3,12,DESERTED,LOW,HIGH_RISK,synthetic
12.86268,80.04473,DAY,SUNDAY,0.25,1.71,2.83,3.28,0,1,0,90,NORMAL,HIGH,SAFE,synthetic
13.27009,80.11131,NIGHT,SUNDAY,2.98,4.13,6.24,9.85,0,1,0,56,NORMAL,MODERATE,SAFE,synthetic
13.12,80.08134,DAY,WEEKDAY,4.06,3.4,6.11,3.35,2,0,0,58,HIGH,MODERATE,MODERATE,synthetic
13.27332,80.35018,NIGHT,SUNDAY,7.3,12.23,8.7,21.56,2,0,1,39,LOW,MODERATE,MODERATE,synthetic
13.28077,80.30658,MORNING,SATURDAY,2.3,5.45,5.01,7.73,5,4,0,57,NORMAL,LOW,HIGH_RISK,synthetic
13.09774,80.21281,EVENING,SATURDAY,9.82,13.8,11.57,16.04,1,3,0,31,DESERTED,LOW,HIGH_RISK,synthetic
13.29948,80.12804,NIGHT,SATURDAY,12.1,7.24,9.18,19.86,3,0,6,12,LOW,LOW,HIGH_RISK,synthetic
13.28105,80.37196,DAY,SATURDAY,7.7,5.83,15.73,21.75,2,4,3,6,DESERTED,LOW,HIGH_RISK,synthetic
12.87732,80.35791,MORNING,SATURDAY,1.15,1.43,2.15,1.73,0,0,0,92,NORMAL,HIGH,SAFE,synthetic
13.06074,80.03383,EVENING,WEEKDAY,4.62,13.82,9.11,17.12,9,6,9,28,DESERTED,LOW,HIGH_RISK,synthetic
13.19462,80.32574,MORNING,SATURDAY,3.04,3.47,4.2,9.24,4,1,0,35,NORMAL,HIGH,MODERATE,synthetic
13.05022,80.11982,EVENING,SUNDAY,2.64,2.73,5.65,3.15,0,0,0,48,HIGH,HIGH,SAFE,synthetic
13.18319,80.27816,EVENING,SUNDAY,6.56,8.27,10.89,13.69,2,0,1,27,DESERTED,LOW,MODERATE,synthetic
12.96998,80.29474,DAY,SUNDAY,0.67,0.89,0.28,3.55,0,0,0,87,HIGH,MODERATE,SAFE,synthetic
13.16067,80.31228,DAY,SUNDAY,1.97,4.16,5.25,5.26,0,0,0,45,LOW,HIGH,SAFE,synthetic
12.91132,80.24735,EVENING,SATURDAY,4.13,3.48,5.44,3.03,3,0,0,38,NORMAL,LOW,MODERATE,synthetic
12.95338,80.04229,EVENING,WEEKDAY,1.32,1.7,1.94,1.03,0,0,0,74,HIGH,HIGH,SAFE,synthetic
13.27452,80.39468,EVENING,SUNDAY,4.34,5.93,3.37,7.99,5,6,0,76,LOW,HIGH,HIGH_RISK,synthetic
13.18471,80.17228,NIGHT,WEEKDAY,6.45,12.48,11.88,8.73,5,1,3,13,DESERTED,LOW,HIGH_RISK,synthetic
13.28888,80.15717,NIGHT,WEEKDAY,2.26,3.57,7.87,7.5,2,3,1,76,HIGH,HIGH,MODERATE,synthetic
13.19666,80.39668,NIGHT,WEEKDAY,9.38,4.02,15.93,16.55,9,6,1,26,LOW,MODERATE,HIGH_RISK,synthetic
13.23761,80.19851,NIGHT,WEEKDAY,3.95,4.08,4.15,11.66,3,1,0,75,NORMAL,LOW,MODERATE,synthetic
13.05992,80.12027,EVENING,WEEKDAY,5.58,6.95,3.34,9.67,0,0,0,38,HIGH,LOW,MODERATE,synthetic
13.27686,80.29377,DAY,SATURDAY,1.77,2.01,1.89,3.9,0,0,0,82,NORMAL,HIGH,SAFE,synthetic
13.11061,80.04961,DAY,SUNDAY,3.59,2.38,7.79,3.87,0,0,0,54,LOW,MODERATE,MODERATE,synthetic
13.0201,80.09348,EVENING,SUNDAY,1.7,0.7,1.7,2.94,0,0,0,84,HIGH,HIGH,SAFE,synthetic
13.061,80.30492,NIGHT,SUNDAY,3.64,4.57,3.34,6.49,2,1,0,60,HIGH,HIGH,MODERATE,synthetic
13.20488,80.00167,DAY,SUNDAY,2.37,4.14,4.96,6.51,0,0,0,68,NORMAL,MODERATE,SAFE,synthetic
13.03476,80.08843,EVENING,WEEKDAY,0.33,0.27,0.32,0.84,0,0,0,76,NORMAL,MODERATE,SAFE,synthetic
13.08187,80.29519,NIGHT,SUNDAY,8.02,8.25,13.3,21.17,0,3,8,11,DESERTED,MODERATE,HIGH_RISK,synthetic
12.89117,80.20015,EVENING,WEEKDAY,0.7,1.74,1.1,3.31,0,0,0,93,NORMAL,MODERATE,SAFE,synthetic
13.17704,80.30582,DAY,SUNDAY,2.8,4.93,5.96,7.95,3,1,0,56,LOW,HIGH,MODERATE,synthetic
13.04544,80.07995,DAY,SATURDAY,7.61,5.55,15.26,21.43,1,3,0,9,DESERTED,LOW,HIGH_RISK,synthetic
13.04516,80.1827,MORNING,WEEKDAY,5.75,6.57,5.7,7.91,1,0,0,38,NORMAL,HIGH,MODERATE,synthetic
12.94021,80.16353,DAY,SATURDAY,1.85,2.49,1.43,3.36,0,0,0,71,HIGH,MODERATE,SAFE,synthetic
13.19082,80.15119,NIGHT,SATURDAY,4.25,2.6,3.12,9.39,0,0,0,67,NORMAL,LOW,SAFE,synthetic
12.93405,80.37027,NIGHT,WEEKDAY,4.69,6.21,2.66,3.9,0,0,4,74,LOW,HIGH,MODERATE,synthetic
13.28376,80.07696,EVENING,WEEKDAY,4.15,3.57,4.95,10.26,2,0,0,51,NORMAL,MODERATE,MODERATE,synthetic
12.88072,80.38612,EVENING,SATURDAY,13.84,6.45,12.12,22.51,13,0,0,30,DESERTED,LOW,HIGH_RISK,synthetic
13.18623,80.0834,DAY,SATURDAY,1.84,0.41,2.08,1.96,1,0,0,98,HIGH,MODERATE,SAFE,synthetic
12.86446,80.26674,EVENING,SATURDAY,3.04,5.66,6.6,10.83,0,1,0,77,NORMAL,LOW,SAFE,synthetic
13.18772,80.37252,NIGHT,SATURDAY,3.36,3.68,4.44,9.11,1,0,0,70,HIGH,MODERATE,SAFE,synthetic
13.06341,80.307,DAY,SATURDAY,5.95,4.72,4.52,11.18,2,0,1,38,NORMAL,MODERATE,MODERATE,synthetic
13.22599,80.3965,NIGHT,SUNDAY,10.82,11.01,5.57,15.79,12,3,0,31,LOW,MODERATE,HIGH_RISK,synthetic
13.25963,80.05803,DAY,SUNDAY,1.19,0.71,2.1,3.3,0,0,0,74,NORMAL,HIGH,SAFE,synthetic
13.06955,80.34751,EVENING,WEEKDAY,1.77,5.27,5.07,8.51,1,2,0,59,NORMAL,MODERATE,SAFE,synthetic
13.18303,80.21621,DAY,SUNDAY,0.19,0.8,1.28,2.16,0,0,0,81,NORMAL,MODERATE,SAFE,synthetic
12.96074,80.37246,MORNING,SUNDAY,0.75,1.3,0.98,0.9,0,0,0,99,NORMAL,MODERATE,SAFE,synthetic
13.1464,80.18236,DAY,WEEKDAY,1.64,5.7,5.35,7.94,0,1,0,75,NORMAL,HIGH,SAFE,synthetic
12.88232,80.32027,DAY,WEEKDAY,4.42,2.21,5.91,8.81,0,3,0,70,LOW,HIGH,MODERATE,synthetic
13.14794,80.30504,EVENING,SUNDAY,6.48,10.49,10.57,16.57,2,2,4,31,DESERTED,LOW,HIGH_RISK,synthetic
12.89396,80.3788,DAY,SATURDAY,3.65,6.99,3.59,9.35,0,0,0,66,NORMAL,LOW,MODERATE,synthetic
12.94597,80.33525,EVENING,WEEKDAY,0.97,1.12,1.52,2.84,0,0,0,76,NORMAL,HIGH,SAFE,synthetic
13.22316,80.1304,MORNING,SATURDAY,2.17,5.65,7.99,11.5,0,0,1,48,NORMAL,LOW,SAFE,synthetic
12.93591,80.29021,NIGHT,WEEKDAY,8.77,13.06,13.97,9.24,0,4,3,12,LOW,LOW,HIGH_RISK,synthetic
13.27573,80.37322,DAY,SUNDAY,1.58,1.63,5.57,5.07,5,0,1,44,NORMAL,LOW,MODERATE,synthetic
12.96821,80.25828,DAY,SATURDAY,12.1,11.33,15.98,8.7,14,0,3,8,DESERTED,MODERATE,HIGH_RISK,synthetic
12.89193,80.3548,NIGHT,WEEKDAY,11.46,6.94,7.76,9.15,3,2,0,18,LOW,LOW,HIGH_RISK,synthetic
13.16353,80.07358,EVENING,WEEKDAY,1.89,2.98,7.01,4.32,1,0,0,39,NORMAL,MODERATE,SAFE,synthetic
13.29385,80.09373,EVENING,WEEKDAY,3.21,5.32,7.58,6.8,2,2,1,52,NORMAL,MODERATE,MODERATE,synthetic
13.03071,80.19253,EVENING,SATURDAY,2.95,1.94,3.74,10.37,5,0,0,50,HIGH,MODERATE,MODERATE,synthetic
13.18913,80.32877,NIGHT,SUNDAY,3.59,4.45,3.44,9.23,3,0,0,44,NORMAL,HIGH,MODERATE,synthetic
12.86655,80.09378,NIGHT,SUNDAY,1.64,1.69,7.34,4.07,1,2,1,42,LOW,LOW,MODERATE,synthetic
13.07066,80.17543,NIGHT,SATURDAY,13.61,11.61,14.69,16.88,2,2,0,33,LOW,MODERATE,HIGH_RISK,synthetic
13.11809,80.00785,MORNING,WEEKDAY,4.99,6.08,7.26,7.55,1,0,0,76,HIGH,HIGH,MODERATE,synthetic
13.11855,80.27381,DAY,WEEKDAY,0.14,1.51,0.67,2.91,0,0,0,96,HIGH,MODERATE,SAFE,synthetic
13.02709,80.01932,DAY,SATURDAY,2.05,2.44,4.02,11.96,0,0,0,71,NORMAL,LOW,SAFE,synthetic
13.26736,80.13013,EVENING,SUNDAY,1.72,1.63,2.14,1.04,0,0,0,96,HIGH,MODERATE,SAFE,synthetic
12.92995,80.34028,MORNING,WEEKDAY,3.35,2.7,2.32,4.73,0,6,0,77,NORMAL,MODERATE,MODERATE,synthetic
13.08361,80.26852,NIGHT,SUNDAY,4.03,4.83,2.18,11.92,5,0,1,46,NORMAL,LOW,MODERATE,synthetic
13.16338,80.09803,NIGHT,SUNDAY,12.35,12.29,6.85,11.2,12,3,3,8,DESERTED,LOW,HIGH_RISK,synthetic
13.13484,80.25401,NIGHT,SATURDAY,8.96,9.22,15.35,20.7,3,10,4,24,DESERTED,LOW,HIGH_RISK,synthetic
13.15723,80.23471,EVENING,WEEKDAY,4.66,6.06,3.57,9.87,0,0,0,49,HIGH,MODERATE,MODERATE,synthetic
13.13423,80.31613,DAY,SATURDAY,5.25,5.01,5.87,5.1,5,0,0,70,NORMAL,HIGH,MODERATE,synthetic
12.9171,80.39772,DAY,SATURDAY,0.2,0.38,1.78,2.73,0,0,0,91,HIGH,HIGH,SAFE,synthetic
13.18175,80.21675,DAY,SATURDAY,7.67,5.91,10.33,15.87,2,6,1,25,DESERTED,LOW,HIGH_RISK,synthetic
13.13344,80.16395,EVENING,WEEKDAY,11.26,11.91,7.9,19.95,1,2,6,37,DESERTED,MODERATE,HIGH_RISK,synthetic
12.9408,80.14447,NIGHT,SUNDAY,10.1,8.46,12.94,8.48,1,0,0,27,DESERTED,MODERATE,HIGH_RISK,synthetic
12.96707,80.25984,NIGHT,SATURDAY,12.74,7.23,12.83,10.46,7,1,2,38,DESERTED,MODERATE,HIGH_RISK,synthetic
13.26932,80.21936,EVENING,SATURDAY,1.61,2.21,1.75,3.56,0,0,0,86,NORMAL,HIGH,SAFE,synthetic
13.19221,80.31989,MORNING,SUNDAY,3.58,6.47,5.05,5.71,0,2,0,77,HIGH,HIGH,MODERATE,synthetic
12.99469,80.32398,NIGHT,WEEKDAY,5.32,3.84,4.79,5.72,1,0,0,50,LOW,MODERATE,MODERATE,synthetic
12.83853,80.02738,NIGHT,WEEKDAY,1.61,2.74,7.71,4.95,3,0,0,64,NORMAL,MODERATE,MODERATE,synthetic
13.24369,80.39187,EVENING,SUNDAY,7.55,4.74,13.41,12.56,0,1,0,36,DESERTED,MODERATE,MODERATE,synthetic
12.81262,80.0348,DAY,SATURDAY,0.73,1.85,0.27,1.16,0,0,0,88,NORMAL,MODERATE,SAFE,synthetic
13.07789,80.05319,DAY,SATURDAY,5.68,1.7,5.14,6.64,3,0,0,50,NORMAL,HIGH,SAFE,synthetic
13.15947,80.32901,NIGHT,SATURDAY,13.46,9.98,13.49,22.63,2,0,2,37,DESERTED,LOW,HIGH_RISK,synthetic
12.9066,80.33113,MORNING,WEEKDAY,3.79,2.94,4.19,10.04,3,1,0,70,NORMAL,LOW,MODERATE,synthetic
13.27288,80.06854,EVENING,SUNDAY,2.1,2.1,5.54,5.52,0,0,0,56,NORMAL,MODERATE,SAFE,synthetic
12.8911,80.21127,DAY,SUNDAY,1.89,0.27,1.12,0.52,0,0,0,94,NORMAL,MODERATE,SAFE,synthetic
13.10298,80.13131,DAY,SATURDAY,5.11,6.51,7.24,6.3,0,3,0,51,LOW,LOW,MODERATE,synthetic
12.89274,80.0102,NIGHT,SATURDAY,13.49,11.26,8.71,9.34,0,0,1,34,DESERTED,LOW,HIGH_RISK,synthetic
12.85902,80.16184,DAY,WEEKDAY,8.72,10.66,12.18,10.44,9,1,1,35,DESERTED,MODERATE,HIGH_RISK,synthetic
13.29406,80.38858,MORNING,WEEKDAY,2.18,5.01,5.16,6.5,0,0,0,47,LOW,MODERATE,SAFE,synthetic
13.03917,80.18738,DAY,SUNDAY,9.41,6.24,11.45,12.67,2,4,0,19,DESERTED,LOW,HIGH_RISK,synthetic
13.08151,80.32829,DAY,WEEKDAY,5.09,5.91,5.38,4.65,1,2,0,75,LOW,HIGH,MODERATE,synthetic
13.02585,80.38563,EVENING,WEEKDAY,1.75,0.43,0.43,1.92,0,0,0,70,HIGH,MODERATE,SAFE,synthetic
13.27033,80.12822,EVENING,SATURDAY,2.19,6.98,7.72,9.38,0,1,0,48,NORMAL,MODERATE,MODERATE,synthetic
